6.666666666666666297e-01,1.297539149888143062e-01,6.666666666666666297e-01,3.389610389610389629e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,0.000000000000000000e+00,8.375000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.483221476510067138e-01,2.830188679245283501e-01,2.380952380952380820e-01,2.857142857142856984e-01
6.666666666666666297e-01,8.769574944071588662e-01,6.666666666666666297e-01,9.480519480519480346e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.761904761904761640e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.625000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.161073825503355472e-01,8.490566037735849392e-01,2.380952380952380820e-01,7.142857142857141906e-01
6.666666666666666297e-01,1.252796420581655246e-01,0.000000000000000000e+00,3.051948051948051854e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,0.000000000000000000e+00,9.625000000000000222e-01,1.304347826086956486e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.483221476510067138e-01,6.603773584905661131e-01,1.111111111111111049e-01,1.428571428571428492e-01
6.666666666666666297e-01,1.387024608501118694e-01,6.666666666666666297e-01,3.883116883116882190e-01,0.000000000000000000e+00,1.000000000000000000e+00,7.096774193548389675e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,1.000000000000000000e+00,8.375000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.483221476510067138e-01,7.735849056603774088e-01,2.380952380952380820e-01,2.857142857142856984e-01
9.999999999999998890e-01,1.297539149888143062e-01,6.666666666666666297e-01,3.389610389610389629e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,0.000000000000000000e+00,8.375000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.483221476510067138e-01,6.603773584905661131e-01,1.111111111111111049e-01,1.428571428571428492e-01
6.666666666666666297e-01,1.297539149888143062e-01,6.666666666666666297e-01,3.389610389610389629e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,0.000000000000000000e+00,8.375000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.483221476510067138e-01,2.830188679245283501e-01,1.111111111111111049e-01,1.428571428571428492e-01
6.666666666666666297e-01,1.387024608501118694e-01,6.666666666666666297e-01,3.376623376623376083e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,1.000000000000000000e+00,7.249999999999999778e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,2.557046979865771341e-01,4.339622641509434109e-01,2.380952380952380820e-01,4.285714285714285476e-01
6.666666666666666297e-01,4.966442953020134832e-01,6.666666666666666297e-01,6.363636363636362425e-01,0.000000000000000000e+00,1.000000000000000000e+00,9.677419354838712184e-01,1.000000000000000000e+00,4.761904761904761640e-01,5.000000000000000000e-01,0.000000000000000000e+00,9.625000000000000222e-01,6.521739130434782428e-02,0.000000000000000000e+00,0.000000000000000000e+00,5.275167785234898821e-01,6.603773584905661131e-01,4.761904761904761640e-02,1.428571428571428492e-01
6.666666666666666297e-01,8.098434004474271974e-01,6.666666666666666297e-01,9.480519480519480346e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.761904761904761640e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.625000000000000222e-01,1.304347826086956486e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.161073825503355472e-01,7.358490566037737546e-01,2.380952380952380820e-01,4.285714285714285476e-01
6.666666666666666297e-01,8.322147651006711611e-01,6.666666666666666297e-01,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.999999999999998890e-01,1.000000000000000000e+00,0.000000000000000000e+00,9.625000000000000222e-01,2.391304347826086751e-01,1.000000000000000000e+00,0.000000000000000000e+00,8.161073825503355472e-01,9.622641509433962348e-01,4.920634920634920362e-01,7.142857142857141906e-01
