phone_id,n_network_technology,n_body_weight,n_display_type,n_display_size,n_micro_sdcard,n_sound_3p5mm,n_bluetooth,n_gps,n_comms_usb,n_usb_conn,n_fingerprint,n_android_ver,n_main_camera_resolution,n_main_camera_af,n_main_camera_ois,n_battery_capacity,n_total_cpu_speed,n_internal_memory,n_ram
596,4,126,3,4.3,1,1,4,1,2,2,0,4.4,5,1,0,1900,4.8,8,1
597,4,175,3,5.7,1,1,4.1,1,2,2,1,4.4,16,1,1,3000,10.8,16,3
598,4,176,3,5.7,1,1,4.1,1,2,2,1,4.4,16,1,1,3220,10.8,32,3
599,4,176,3,5.7,1,1,4.1,1,2,2,1,4.4,16,1,1,3220,10.8,32,3
600,3,393,0,8,1,1,4,1,2,2,0,4.4,3,1,0,4450,4.8,16,1.5
601,4,194,0,6,1,1,4,1,2,2,0,4.4,8,1,0,2800,6,16,1.5
602,3,115,3,4.7,1,1,4,1,2,2,1,4.4,12,1,0,1860,10,32,2
603,4,115,3,4.7,1,1,4,1,2,2,1,4.4,12,1,0,1860,14.4,32,2
604,4,118,3,4.5,1,1,4,1,2,2,1,4.4,8,1,0,2100,5.6,16,1.5
605,3,136,1,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2100,4.8,16,1.5
606,4,120,3,4.5,1,1,4,1,2,2,1,4.4,8,1,0,2100,5.6,16,1.5
607,4,130,1,4,1,1,4,1,2,2,0,4.4,5,1,0,1800,2.4,4,1
608,3,158,3,5.1,1,1,4,1,2,2,0,4.4,16,1,0,2800,10,16,2
609,3,149,1,4.7,1,1,4,1,2,2,0,4.3,5,1,0,2000,4.8,8,1
610,3,132,3,4.8,1,1,4,1,2,2,0,4.4,8,1,0,2100,5.6,16,1.5
611,4,245,1,7,1,1,4,1,2,2,0,4.3,8,1,0,3200,4.8,16,1.5
612,4,200,3,4.8,1,1,4,1,2,2,0,4.4,20,1,1,2430,7.8,8,2
613,3,132,3,4.8,1,1,4,1,2,2,0,4.3,8,1,0,2100,4.8,16,1.5
614,3,135,3,5,1,1,3,1,2,2,0,8,13,1,0,2600,9.2,16,2
615,3,320,1,8,1,1,4,1,2,2,0,4.4,3,0,0,4450,4.8,16,1.5
616,4,320,1,8,1,1,4,1,2,2,0,4.4,3,0,0,4450,4.8,16,1.5
617,3,487,1,10.1,1,1,4,1,2,2,0,4.4,3,0,0,6800,4.8,16,1.5
618,4,487,1,10.1,1,1,4,1,2,2,0,4.4,3,0,0,6800,4.8,16,1.5
619,4,139,1,4.52,1,1,4,1,2,2,0,4.2,5,1,0,2100,4.8,8,1
620,3,145,3,5.1,1,1,4,1,3,2,1,4.4,16,1,0,2800,10,16,2
621,4,144,3,5.1,1,1,4,1,3,2,1,4.4,16,1,0,2800,10,16,2
622,3,137,1,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2100,4.8,16,1.5
623,3,137,0,4.5,1,1,4,1,2,2,0,4.2,5,1,0,2100,2.4,8,1
624,3,322,1,7,1,1,4,1,2,1,0,4.2,2,0,0,3600,2.4,8,1
625,3,145,1,4.7,1,1,4,1,2,2,0,4.2,5,1,0,2000,2.4,8,1
626,4,146,3,5,1,1,4,1,2,2,0,4.3,13,1,0,2600,9.2,16,3
627,3,163,1,5.25,1,1,4,1,2,2,0,4.3,8,1,0,2600,4.8,8,1.5
628,3,179,3,3.7,1,1,4,1,2,2,0,4.2,8,1,0,1820,3.4,16,1.5
629,3,134,1,4.5,1,1,4,1,2,2,0,4.2,5,1,0,2100,3.4,8,1.5
630,4,154,3,5.7,1,1,4,1,2,2,0,4.3,13,1,0,2800,9.2,32,3
631,3,208,3,4.3,1,1,4,1,2,2,0,4.2,16,1,1,2330,3,8,1.5
632,4,119,0,3.8,1,1,2.1,1,2,2,0,4.1,5,1,0,1500,2,4,1
633,4,182,1,5.8,1,1,4,1,2,2,0,4.2,8,1,0,2600,2.8,8,1.5
634,4,139,3,4.5,1,1,4,1,2,2,0,4.1,5,1,0,2000,2.4,8,1
635,4,148,1,4,1,1,4,1,2,2,0,4.1,5,1,0,1700,2,4,1
636,4,121,3,4.3,1,1,3,1,2,2,0,4.1,8,1,0,1650,2.4,8,1
637,4,131,3,4.8,1,1,4,1,2,2,0,4.1,8,1,0,2100,5.6,16,2
638,4,146,3,6.2,1,0,5,1,2,3,1,9,22,1,1,3130,20.8,128,6
639,4,140,2,5.5,1,1,4.2,1,2,3,1,7.1,16,1,0,3020,17.6,64,6
640,4,185,2,5.7,1,1,4,1,2,2,1,7,16,1,1,3100,14.4,64,4
641,4,160,2,5.5,1,1,4.1,1,1,3,1,6,16,1,0,3000,23,32,4
642,4,151,2,5.5,1,1,4.1,1,2,2,0,6,13,1,0,2600,10.4,64,3
643,3,168,0,5.7,1,1,4.1,1,2,2,0,5,13,1,0,3000,12,32,3
644,3,154,0,5.2,1,1,4,1,2,2,0,5,8,1,0,2030,4.8,16,2
645,3,141,1,5,1,1,4,1,2,2,0,4.4,8,1,0,2040,4.8,8,1.5
646,3,153,2,5,1,1,4,1,2,2,0,5.1,13,1,0,2200,4,16,1
647,4,207,2,6,1,1,4,1,2,2,0,5.1,13,1,0,2500,4,16,1
648,3,170,2,5.5,1,1,4,1,2,2,0,4.4,8,1,0,2600,5.2,8,1
649,3,161,2,5,1,1,4,1,2,2,0,4.4,8,1,0,1850,5.2,8,1
650,3,172,2,5.5,1,1,4,1,2,2,0,4.4,8,1,0,2600,5.2,8,1
651,2,130,2,4.5,1,1,4,1,2,2,0,4.4,8,0,0,1700,4.8,8,1
652,3,112,2,5,1,1,4,1,2,2,0,4.4,8,0,0,1900,5.2,8,1
653,4,135,1,5,1,1,4,1,2,2,0,4.4,8,0,0,2100,5.2,8,1
654,4,140,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2000,4.8,4,1
655,4,150,2,6.22,1,1,4.2,1,2,2,1,8.1,13,1,0,3260,16,64,4
656,4,137,2,5,1,1,4.2,1,2,2,0,6,8,1,0,2500,5.6,16,2
657,4,139,2,5.7,1,1,4.2,1,2,2,1,7.1,16,1,0,3000,14.4,32,4
658,4,160,2,5.99,1,1,4.2,1,2,2,1,7.1,16,1,0,3225,14.4,64,4
659,4,157,2,5.5,1,1,4.2,1,2,2,0,7.1,13,1,0,3000,5.6,16,3
660,4,162,2,5.5,1,1,4.2,1,2,2,1,7,13,1,0,3000,12,32,3
661,4,137,2,5,1,1,4.2,1,2,2,0,6,8,1,0,2500,5.6,16,2
662,4,183,3,5.85,1,1,4.2,1,2,2,1,7.1,16,1,0,4015,15.2,64,4
663,4,154,3,5.5,1,1,4.2,1,2,2,1,7.1,16,1,0,3320,14.4,64,4
664,4,154,2,5.5,1,1,4,1,2,2,1,6,13,1,0,3000,12,64,4
665,4,142,2,5.2,1,1,4.2,1,2,2,0,6,8,1,0,2650,11.2,16,2
666,4,158,2,5.5,1,1,4,1,2,2,1,6,16,1,0,3160,16,64,4
667,4,154,2,5.5,1,1,4,1,2,2,1,6,13,1,0,3000,12,32,4
668,4,199,2,5.88,1,1,4.2,1,2,2,1,6.1,16,1,0,4000,15.2,64,6
669,4,154,2,5.5,1,1,4,1,2,2,1,6,13,1,0,3000,12,32,4
670,4,183,3,5.7,1,1,4,1,2,2,1,5.1,16,1,0,4000,14.4,64,4
671,4,151,3,5.2,1,1,4,1,2,2,1,5.1,13,1,0,3000,14.4,64,4
672,4,168,2,5.5,1,1,4.1,1,2,2,1,5.1,13,1,0,3000,14.4,32,4
673,3,172,3,5.7,1,1,4.2,1,2,2,1,5.1,16,1,0,3000,14.4,64,4
674,4,140,3,5.2,1,1,4,1,2,2,1,5.1,13,1,0,2400,14.4,64,4
675,4,167,3,5.43,1,1,4.2,1,2,2,1,6,16,1,0,3600,8.4,128,6
676,4,167,3,5.43,1,1,4,1,2,2,1,5.1,16,1,0,3600,14.4,128,4
677,4,157,2,5,1,1,4,1,2,2,0,5,8,1,0,2350,4.8,16,2
678,3,137,2,4.7,1,1,4,1,2,2,0,5.1,8,0,0,2100,5.2,8,1
679,3,153,2,5,1,1,4,1,2,2,0,5,13,1,0,2300,4.8,16,2
680,3,194,3,5.5,1,1,4,1,2,2,0,4.4,13,1,0,4150,13.6,32,3
681,4,151,3,5.2,1,1,4,1,2,2,0,5,13,1,0,2450,12,16,2
682,4,156,3,5.5,1,1,4,1,2,2,0,4.4,13,1,0,2300,13.6,16,2
683,4,150,2,5,1,1,4,1,2,2,0,4.2,13,1,0,2000,13.6,16,1
684,3,156,2,4.7,1,1,4,1,2,2,0,4.2,8,1,0,2100,5.2,8,1
685,3,164,2,6,1,1,4.2,1,2,2,1,8,16,1,0,3000,14.4,64,4
686,4,153,2,6,1,1,4.2,1,2,2,1,8,13,1,0,3000,11.2,32,3
687,3,162,2,5.7,1,1,4.2,1,2,2,1,7.1,16,1,0,3000,11.2,64,4
688,4,141,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2000,5.2,4,1
689,4,175,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2500,5.2,8,1
690,4,143,2,5,1,1,4,1,2,2,0,4.4,16,1,0,2350,8,16,2
691,4,124,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,2000,11.2,8,1
692,4,119,2,4.7,1,1,4,1,2,2,0,4.3,8,1,0,2000,6.8,4,1
693,4,180,2,6.26,1,1,4.2,1,2,2,1,9,12,1,0,4000,14.4,64,4
694,4,137,2,5,1,1,4.1,1,2,2,0,8.1,8,1,0,3000,5.6,8,1
695,4,342,2,8,1,1,5,1,1,3,0,8.1,13,0,0,6000,17.6,64,4
696,4,485,2,10.1,1,1,5,1,1,3,0,8.1,13,0,0,8620,17.6,128,4
697,4,180,2,5.99,1,1,4.2,1,2,2,1,7.1,12,1,0,4000,16,64,4
698,4,137,2,5,1,1,4.1,1,2,2,0,7.1,13,1,0,3000,5.6,32,3
699,4,153,2,5.5,1,1,4.2,1,2,2,1,7.1,13,1,0,3080,11.2,64,4
700,4,185,2,5.99,1,0,5,1,1,3,1,7.1,12,1,1,3400,19.2,128,8
701,4,150,2,5,1,1,4.2,1,2,2,1,6,13,1,0,4100,11.2,64,4
702,4,135,2,5.15,1,1,4.1,1,1,3,1,7.1,12,1,0,2860,17.6,64,3
703,4,165,2,5.5,1,1,4.2,1,2,2,1,6,13,1,0,4100,16,64,4
704,4,165,2,5.5,1,1,4.1,1,2,2,1,6,13,1,0,4100,16,64,4
705,4,156,2,5,1,1,4.1,1,2,2,1,6,13,1,0,4100,11.2,16,2
706,4,156,2,5,1,1,4.2,1,2,2,1,6,13,1,0,4100,16,32,3
707,4,209,2,6.4,1,1,4.2,1,1,3,1,6,16,1,0,4400,9.2,256,6
708,4,145,2,5.15,1,1,4.2,1,1,3,1,6,12,1,0,3200,8.4,128,4
709,4,175,2,5.5,1,1,4.2,1,2,2,1,6,13,1,0,4100,21,16,2
710,4,144,2,5,1,1,4.1,1,2,2,1,6,13,1,0,4100,11.2,32,2
711,4,144,2,5,1,1,4.1,1,2,2,1,6,13,1,0,4100,11.2,32,3
712,4,144,2,5,1,1,4.1,1,2,2,0,6,13,1,0,4100,11.2,16,2
713,4,144,2,5,1,1,4.1,1,2,2,1,5.1,13,1,0,4100,12,32,3
714,2,129,2,5.15,1,1,4.2,1,1,3,1,6,16,1,1,3000,7.2,128,4
715,2,203,2,6.44,1,1,4.2,1,2,2,1,6,16,1,0,4850,8.4,16,2
716,2,133,2,5,1,1,4.1,1,1,3,1,5.1,13,1,0,3260,8.4,64,3
717,2,164,2,5.5,1,1,4.1,1,2,2,1,5.1,16,1,0,4050,8.4,16,2
718,2,144,2,5,1,1,4.1,1,2,2,0,5.1,13,1,0,4100,12,16,2
