phone_id,n_network_technology,n_body_weight,n_display_type,n_display_size,n_micro_sdcard,n_sound_3p5mm,n_bluetooth,n_gps,n_comms_usb,n_usb_conn,n_fingerprint,n_android_ver,n_main_camera_resolution,n_main_camera_af,n_main_camera_ois,n_battery_capacity,n_total_cpu_speed,n_internal_memory,n_ram
296,4,135,2,5,1,1,4,1,2,2,1,5.1,13,1,0,2200,12,16,2
297,4,185,2,6,1,1,4.2,1,2,2,1,6,16,1,1,4000,18.4,32,3
298,4,167,2,5.5,1,1,4,1,2,2,1,5.1,13,1,1,3000,12,32,3
299,4,160,2,5,1,1,4,1,2,2,0,5.1,13,1,0,4000,5.2,16,2
300,4,167,2,5.5,1,1,4,1,2,2,1,5.1,13,1,1,3000,12,16,2
301,4,330,2,8,1,1,4,1,2,2,0,5.1,8,1,0,4800,16,16,2
302,4,141,0,4.5,1,1,4,1,2,2,0,5.1,5,1,0,2000,4.4,8,1
303,4,160,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2000,4.8,4,1
304,4,131,2,5,1,1,4,1,2,2,0,4.4,13,1,0,2200,12,16,2
305,4,131,2,5,1,1,4,1,2,2,0,5,13,1,0,2200,9.6,16,2
306,3,228,2,6.8,1,1,4,1,2,2,0,5,13,1,1,4360,17.6,64,3
307,4,150,2,5,1,1,4,1,2,2,0,4.4,5,1,0,2200,4.8,8,1
308,4,239,2,7,1,1,4,1,2,2,0,5,13,1,0,5000,12,16,2
309,4,178,2,5,1,1,4,1,2,2,0,4.4,5,0,0,2000,4.8,4,1
310,4,173,2,6,1,1,4,1,2,2,0,4.4,8,1,0,3500,4.8,8,1
311,4,185,2,6,1,1,4,1,2,2,1,4.4,13,1,0,4100,14.4,64,3
312,4,433,2,9.6,1,1,4,1,2,2,0,4.4,5,1,0,4800,4.8,8,1
313,3,278,2,7,1,1,4,1,2,2,0,4.4,2,0,0,4100,4.8,8,1
314,3,153,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2000,4.8,4,1
315,4,165,2,5.5,1,1,4,1,2,2,0,4.4,13,1,0,3000,4.8,16,2
316,3,185,2,6,1,1,4,1,2,2,1,4.4,13,1,0,4100,14.4,16,2
317,3,145,0,4.5,1,1,4,1,2,2,0,4.3,5,0,0,2000,4.8,8,1
318,4,160,0,5,1,1,4,1,2,2,0,4.3,8,1,0,2000,4.8,4,1
319,3,124,2,5,1,1,4,1,2,2,0,4.4,13,1,0,2500,7.2,16,2
320,4,180,2,5.5,1,1,4,1,2,2,0,4.2,5,1,0,2300,5.2,4,1
321,3,115,2,4.5,1,1,4,1,2,2,0,4.3,8,1,0,2000,4.8,8,1
322,3,115,2,4.5,1,1,4,1,2,2,0,4.3,8,1,0,2000,4.8,4,1
323,4,329,2,8,1,1,4,1,2,2,0,4.2,5,1,0,4800,6.4,8,1
324,4,239,2,7,1,1,4,1,2,2,0,4.2,13,1,0,5000,6.4,16,2
325,4,120,2,4.7,1,1,3,1,2,2,0,4.2,8,1,0,2000,6.4,16,2
326,4,202,2,6.1,1,1,4,1,2,2,0,4.3,13,1,0,4050,6.4,16,2
327,4,243,2,5,1,1,5,1,3.1,3,1,8,13,1,0,3240,17.6,64,4
328,4,200,2,4.5,1,1,4,1,2,2,0,4.4,8,1,0,3100,5.6,16,2
329,4,187,0,4.5,1,1,4,1,2,2,0,4.4,8,1,0,3100,5.6,16,2
330,4,120,1,4,1,1,4.2,1,2,2,0,8.1,2,0,0,2250,5.6,8,1
331,4,136,2,5,1,1,4,1,2,2,0,8.1,5,1,0,2500,6,16,1
332,4,147,2,5.7,1,1,4,1,2,2,1,7.1,13,1,0,3000,5.2,16,2
333,4,147,2,5.7,1,1,4,1,2,2,1,7.1,13,1,0,3000,5.2,32,3
334,4,136,2,5,1,1,4,1,2,2,1,7,8,0,0,2500,5.2,16,3
335,4,149,2,5,1,1,4,1,2,2,0,7,5,1,0,2500,4.4,16,1
336,4,160,2,5,1,1,4,1,2,2,0,7,8,1,0,2350,5.2,16,2
337,4,141,0,4,1,1,2.1,1,2,2,0,7,5,0,0,1500,4.4,8,1
338,4,140,0,4.5,1,1,4,1,2,2,0,6,5,0,0,2000,5.2,8,1
339,4,163,2,5.5,1,1,4,1,2,2,1,6,13,1,0,3020,12,32,4
340,4,159,2,6.1,1,1,5,1,3.1,3,1,8.1,16,1,0,3000,8.4,64,4
341,4,156,2,6.1,1,1,5,1,3.1,3,1,8.1,16,1,0,3000,18.4,32,4
342,4,172,2,6.2,1,1,4.2,1,2,3,1,8.1,16,1,0,3300,12.8,64,4
343,4,171,2,6.2,1,1,4.2,1,2,3,1,8.1,13,1,0,3300,12,64,4
344,3,145,2,5.5,1,1,4.2,1,2,3,1,8.1,13,1,0,3000,12,64,4
345,4,140,2,5,1,1,4.2,1,2,2,1,7.1,8,1,0,2500,5.6,16,2
346,4,168,2,5.3,1,1,4.2,1,2,3,1,7.1,13,1,0,2880,5.6,32,2
347,4,143,2,3.2,1,1,4.1,1,2,2,0,5.1,3,0,0,1700,4.4,4,1
348,4,138,2,4.5,1,1,4,1,2,2,0,5.1,5,0,0,1900,4.8,8,1
349,4,155,2,5,1,1,4,1,2,2,0,5.1,8,1,0,2540,5.2,8,1
350,4,139,2,5.2,1,1,4.1,1,2,2,0,5.1,8,1,0,2300,12,8,1.5
351,4,136,2,5,1,1,4.1,1,2,2,0,5,8,1,0,2540,4.8,8,1
352,4,155,2,5.5,1,1,4.1,1,2,2,0,5.1,16,1,1,3000,8.4,32,3
353,4,155,2,5.5,1,1,4.1,1,2,2,0,5.1,16,1,1,3000,8.4,32,3
354,4,165,2,5.7,1,1,4.1,1,2,2,0,5,8,1,0,3000,4.8,8,1
355,4,163,2,5.7,1,1,4.1,1,2,2,0,5,13,1,1,3000,4.8,8,1
356,4,135,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2610,4.8,16,1.5
357,4,137,2,5,1,1,4.1,1,2,2,0,5,8,1,0,2540,4.8,8,1
358,3,124,2,4.7,1,1,4.1,1,2,2,0,5,8,1,0,2100,4.8,8,1
359,4,140,2,4.5,1,1,4.1,1,2,2,0,5,5,1,0,1900,4.8,8,1
360,4,152,3,5.5,1,1,4.1,1,2,2,0,5,13,1,1,3000,12,16,2
361,3,138,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2100,4.8,4,1
362,3,153,2,4.5,1,1,4,1,2,2,0,4.4,8,0,0,1820,4.8,4,1
363,3,149,2,5.5,1,1,4,1,2,2,0,4.4,13,1,1,3000,10,32,3
364,3,182,2,5.9,1,1,4,1,2,2,0,4.4,13,1,1,3000,12,32,2
365,4,163,2,5.5,1,1,4,1,2,2,0,4.4,13,1,0,3000,5.2,8,1
366,4,137,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2540,5.2,8,1
367,3,145,2,4.5,1,1,4,1,2,2,0,4.4,8,1,0,1900,4.8,4,1
368,4,167,2,5.7,1,1,4,1,2,2,0,4.4,8,1,0,3200,4.8,8,1.5
369,3,146,2,5.2,1,1,4,1,2,2,0,4.4,13,1,1,2610,8.8,32,2
370,4,294,2,7,1,1,4,1,2,2,0,4.4,5,0,0,4000,4.8,16,1
371,4,168,0,5.7,1,1,4,1,2,2,0,4.4,8,1,0,3200,4.8,8,1.5
372,4,134,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2540,4.8,8,1
373,3,127,2,4.3,1,1,4,1,2,2,0,4.4,5,1,0,2100,2.4,4,1
374,4,149,2,5.5,1,1,4,1,2,2,0,4.4,13,1,1,3000,10,32,3
375,4,149,2,5.5,1,1,4,1,2,2,0,4.4,13,1,1,3000,10,16,2
376,4,136,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,3000,4.8,8,1
377,4,535,2,10.1,1,1,4,1,2,2,0,5,5,1,0,8000,4.8,16,1
378,4,138,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2540,2.4,8,1
379,3,123,2,4.7,1,1,4,1,2,2,0,4.4,5,1,0,2440,4.8,8,1
380,3,339,2,8.3,1,1,4,1,2,2,0,4.2,5,1,0,4600,6,16,2
381,3,121,2,4.7,1,1,4,1,2,2,0,4.4,13,1,0,2440,6.8,8,1
382,3,121,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,2440,4.8,8,1
383,3,121,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,2440,4.8,8,1
384,3,125,2,4.7,1,1,4,1,2,2,0,4.4,5,1,0,2540,4.8,8,1
385,4,126,2,4.7,1,1,4,1,2,2,0,4.4,5,1,0,2540,4.8,8,1
386,4,124,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2100,2.4,4,1
387,4,126,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2100,2.4,4,1
388,4,159,2,4,1,1,4,1,2,2,0,4.1,5,1,0,2460,2.4,4,1
389,4,167,2,5.5,1,1,4,1,2,2,0,4.3,13,1,0,3140,6.8,32,2
390,4,177,3,6,1,1,4,1,3,2,0,4.2,13,1,0,3500,8.8,32,2
391,4,150,2,5.45,1,1,4.1,1,2,2,0,8,13,1,0,3000,5.2,32,3
392,3,150,2,5.45,1,1,4.1,1,2,2,0,8,13,1,0,3000,5.2,16,2
393,3,144,2,5,1,1,4,1,2,2,0,5,8,1,0,2800,5.2,8,1
394,3,97,3,4.8,1,1,4,1,2,2,0,5,8,1,0,2000,4.8,16,2
395,3,136,2,4.5,1,1,4,1,2,2,0,5.1,5,1,0,1700,5.2,8,1
396,3,143,2,5,1,1,4,1,2,2,0,4.4,13,1,0,2400,11.2,16,2
397,3,134,2,4.7,1,1,2.1,1,2,2,0,5,8,1,0,2000,5.2,8,1
398,3,170,2,5,1,1,4,1,2,2,0,5,8,1,0,3000,5.2,8,2
399,3,138,2,4.5,1,1,4,1,2,2,0,5,8,1,0,2000,5.2,8,1
400,3,310,2,8,1,1,4,1,2,2,0,4.4,5,0,0,4400,2.4,8,1
401,3,306,1,7,1,1,2.1,1,2,2,0,4.4,5,0,0,3200,2.6,8,1
402,3,138,2,4.7,1,1,4,1,2,2,0,4.4,13,1,0,2300,13.6,16,2
403,3,163,0,4.5,1,1,4,1,2,2,0,4.4,5,1,0,1900,5.2,4,1
404,3,143,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,1950,5.2,8,1
405,3,123,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,2000,11.2,8,1
406,3,136,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,1700,5.2,4,1
407,3,129,2,4,1,1,4,1,2,2,0,4.3,5,0,0,1500,4.8,8,1
408,3,146,2,5.5,1,1,4,1,2,2,0,4.4,8,1,0,2350,5.2,8,1
409,3,138,2,5,1,1,3,1,2,2,0,4.4,8,1,0,2000,9,8,1
410,3,159,2,5,1,1,4,1,2,2,0,4.3,8,1,0,2000,4.8,4,1
411,3,168,2,5,1,1,4,1,2,2,0,4.2,8,1,0,2000,5.2,4,1
412,4,202,0,6,1,1,3,1,2,2,0,4.2,5,1,0,2500,2.6,8,1
413,4,154,2,5,1,1,4,1,2,2,0,4.4,16,1,0,2350,13.6,32,2
414,4,122,3,5,1,1,4.1,1,2,2,0,10,8,1,0,2000,5.2,16,1
415,3,165,3,5.7,1,1,4.1,1,3.1,3,0,10,20,1,1,3340,12,32,3
416,3,165,3,5.7,1,1,4.1,1,3.1,3,0,10,20,1,1,3340,12,32,3
417,4,150,3,5.2,1,1,4.1,1,3.1,3,0,10,20,1,1,3000,8.4,32,3
418,4,150,3,5.2,1,1,4.1,1,3.1,3,0,10,20,1,1,3000,8.4,32,3
419,3,141,2,4.7,1,1,4.1,1,2,2,0,10,5,1,0,2100,4.4,8,1
420,3,152,2,5,1,1,4,1,2,2,0,8.1,8,1,0,2200,4.8,8,1
421,4,127,2,4,1,1,4,0,2,2,0,8.1,2,0,0,1500,2.4,8,1
422,4,171,2,5.7,1,1,4,1,2,2,0,8.1,13,1,0,3000,4.8,8,1
423,3,171,2,5.7,1,1,4,1,2,2,0,8.1,13,1,0,3000,4.8,8,1
424,3,171,2,5.7,1,1,4,1,2,2,0,8.1,13,1,0,3000,4.8,8,1
425,3,171,2,5.7,1,1,4,1,2,2,0,8.1,13,1,0,3000,4.8,8,1
426,3,145,2,5,1,1,4,1,2,2,0,8.1,8,1,0,2500,4.8,8,1
427,3,145,2,5,1,1,4,1,2,2,0,8.1,8,1,0,2500,4.8,8,1
428,3,145,2,5,1,1,4,1,2,2,0,8.1,8,1,0,2500,4.8,8,1
429,3,136,2,4,1,1,4,0,2,2,0,8.1,5,0,0,1560,4.8,8,1
430,4,136,2,4,1,1,4,0,2,2,0,8.1,5,0,0,1560,4.8,8,1
431,4,134,2,4,1,1,4,0,2,2,0,8.1,2,0,0,1560,2.4,8,1
432,4,134,2,4,1,1,4,0,2,2,0,8.1,2,0,0,1560,2.4,8,1
433,4,146,2,5,1,1,4,1,2,2,0,8.1,5,1,0,1905,4.8,8,1
434,4,146,2,5,1,1,4,1,2,2,0,8.1,5,1,0,1905,4.8,8,1
435,4,193,2,6.2,1,1,4.2,1,2,3,1,9,12,1,0,5000,14.4,64,4
436,4,149,2,5.7,1,1,4.2,1,2,3,1,9,13,1,0,3000,14.4,32,2
437,4,150,2,5.2,1,1,4.2,1,2,2,0,8,8,1,0,2800,5.6,16,2
438,4,150,2,5.2,1,1,4.2,1,2,2,1,8,8,1,0,2800,5.6,16,2
439,4,174,2,5.7,1,1,4.2,1,2,2,1,8,13,1,0,4000,5.6,16,2
440,4,168,2,5.5,1,1,4.2,1,2,2,1,7.1,13,1,0,3000,16,64,4
441,4,157,2,5.2,1,1,4.2,1,2,2,1,7.1,16,1,0,3000,11.2,32,3
442,4,151,2,5,1,1,4.2,1,2,2,1,7.1,8,1,0,2800,5.2,16,2
443,4,150,2,5,1,1,4.1,1,2,2,1,7.1,8,1,0,2800,5.6,16,2
444,4,145,3,5.5,1,1,4.2,1,3.1,3,1,7.1,12,1,0,3000,17.6,64,4
445,4,154,1,5,1,1,4.2,1,2,2,0,7,5,0,0,2350,4.4,8,1
446,4,163,2,5.5,1,1,4.1,1,1,3,1,6,16,1,0,3050,15.2,64,4
447,4,153,2,5,1,1,4,1,2,2,0,6,8,1,0,3500,4,16,2
448,4,165,3,5.5,1,1,4,1,1,3,1,6,16,1,0,3510,16,32,3
449,4,140,2,5,1,1,4,1,2,2,0,6,8,1,0,2800,4,8,1
450,4,155,2,5.5,1,1,4.1,1,2,2,1,6,16,1,0,3000,12,64,4
451,4,155,2,5,1,1,4,1,2,2,0,5.1,13,1,0,2470,12,16,2
452,4,169,2,5.5,1,1,4,1,2,2,0,5.1,21,1,0,3630,13.6,16,2
453,4,155,2,5,1,1,4,1,2,2,0,5.1,13,1,0,2470,5.6,8,1
454,4,155,2,5,1,1,4,1,2,2,0,5.1,13,1,0,2470,5.6,8,1
455,4,145,2,4.5,1,1,4,1,2,2,0,5,5,1,0,2390,4.8,8,1
456,4,145,2,4.5,1,1,4,1,2,2,0,5,5,1,0,2390,4.8,8,1
457,4,155,2,5,1,1,4,1,2,2,0,5,8,1,0,2390,4.8,8,1
458,3,176,3,5.2,1,1,4,1,2,2,0,4.4,21,1,0,3900,10.8,64,3
459,3,149,2,5,1,1,4,1,2,2,0,4.4,8,1,0,2070,4.8,8,1
460,3,143,2,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2070,4.8,8,1
461,4,125,3,4.3,1,1,4,1,2,2,0,4.4,8,1,0,2000,3,8,1
462,3,142,2,4.3,1,1,4,1,2,2,0,4.4,5,0,0,1980,2.4,4,1
463,4,142,2,4.3,1,1,4,1,2,2,0,4.4,5,0,0,1980,2.4,4,1
464,3,130,3,4.7,1,1,4,1,2,2,0,8.1,6,1,0,2200,4.8,8,1
465,4,134,3,4.7,1,1,4,1,2,2,0,8.1,6,1,0,2200,4.8,8,1
466,4,150,2,5,1,1,4,1,2,2,0,8.1,10,1,1,2200,4.8,16,1
467,3,150,2,4.3,1,1,4,1,2,2,0,4.3,5,1,0,1800,2.4,4,1
468,3,167,3,5,1,1,4,1,2,2,0,8.1,20,1,1,2420,8.8,32,2
469,4,124,2,4,1,1,4,1,2,2,0,8,5,1,0,1430,2,8,1
470,4,220,2,6,1,1,4,1,2,2,0,8,5,1,0,3400,3.4,8,1
471,3,158,3,4.5,1,1,4,1,2,2,0,8,41,1,1,2000,3,32,2
472,3,162,3,4.5,1,1,4,1,2,2,0,8,8,1,1,2000,3,32,1
473,3,141,3,4.3,1,1,4,1,2,2,0,8,8,1,0,1800,3,16,1
474,3,145,3,4.3,1,1,4,1,2,2,0,8,8,1,0,1800,3,8,1
475,3,185,2,4.5,1,1,4,1,2,2,0,8,8,1,1,2000,3,32,1
476,3,160,3,4.3,1,1,4,1,2,2,0,8,8,1,0,1650,3,8,1
477,3,450,2,8,1,1,4,1,2,2,0,4.2,5,0,0,4600,4.8,16,1
478,3,191,2,6,1,1,4,1,2,2,0,4.2,13,1,0,2600,6,4,1
479,4,146,2,5,1,1,4,1,2,2,0,4.2,13,1,0,2300,6,16,1
480,4,182,2,5.5,1,1,4,1,2,2,1,7,13,1,0,4010,16,64,4
481,4,175,2,5.5,1,1,4,1,2,2,0,6,13,1,0,3150,5.6,32,3
482,3,180,3,5.5,1,1,4,1,2,2,1,6,13,1,0,5000,16,64,4
483,3,184,2,5,1,1,4,1,2,2,0,6,13,1,0,4000,5.2,16,3
484,3,162,2,5.3,1,1,4,1,2,2,0,6,13,1,0,4000,12,32,3
485,3,210,3,6,1,1,4,1,2,2,1,5.1,24,1,1,3500,16,64,3
486,3,97,3,4.8,1,1,4,1,2,2,0,5,8,1,0,2000,4.8,16,2
487,4,138,2,4.5,1,1,4,1,2,2,0,5.1,5,1,0,1700,5.2,8,1
488,3,152,2,5,1,1,4,0,2,2,0,5,5,1,0,2000,5.2,8,1
489,3,151,2,4.7,1,1,4,1,2,2,0,5,8,1,0,2120,5.2,8,1
490,4,150,1,5,1,1,4,1,2,2,0,4.4,5,1,0,1950,5.2,8,1
491,3,180,2,5,1,1,4,1,2,2,0,4.4,8,1,0,5000,5.2,8,1
492,3,120,2,5,1,1,4,1,2,2,0,4.4,13,1,0,2400,4.8,16,2
493,3,158,2,5,1,1,4,1,2,2,0,4.2,13,1,0,2000,4.8,16,1
494,3,97,3,4.8,1,1,4,1,2,2,0,4.4,8,1,0,2050,13.6,16,1
495,4,119,2,4.7,1,1,4,1,2,2,0,4.4,8,1,0,2000,6.8,4,1
496,4,133,3,5,1,1,4,1,2,2,0,4.2,13,1,0,2300,13.6,16,2
497,4,167,2,5,1,1,4,1,2,2,0,4.2,8,1,0,2000,5.2,4,1
498,4,88,1,4.5,1,1,4,0,2,2,0,4.2,5,1,0,1800,5.2,8,1
499,4,220,2,5.7,1,1,4,1,2,2,0,4.2,12,1,0,2600,4.8,16,1
500,4,175,2,6.22,1,1,4.2,1,2,2,1,9,13,1,0,4230,16,64,4
501,4,155,2,6,1,1,4.2,1,2,2,0,8.1,13,1,0,3410,16,128,6
502,4,168,2,6.2,1,1,5,1,2,2,0,9,13,1,0,3400,12.8,32,2
503,4,400,3,10.5,1,0,5,1,3.1,3,1,9,13,1,0,7040,16,128,6
504,4,460,2,10.1,1,1,5,1,2,3,0,9,8,1,0,6150,14.4,32,2
505,4,358,2,8,1,1,4.2,1,2,2,0,8.1,5,1,0,5000,5.6,32,2
506,4,529,2,10.5,1,1,4.2,1,2,3,0,8.1,8,1,0,7300,14.4,32,3
507,4,177,2,6,1,1,4.2,1,2,2,0,8.1,8,1,0,3300,5.6,16,1
508,4,154,1,5,1,1,4.2,1,2,2,0,8.1,8,1,0,2600,5.6,8,1
509,4,154,3,5.6,1,1,4.2,1,2,2,1,8,13,1,0,3000,12.8,64,4
510,4,152,2,5,1,1,4.2,1,2,2,0,8,8,1,0,2600,5.6,16,2
511,4,150,3,5.8,1,1,5,1,2,3,0,8,16,1,0,3000,17.6,64,4
512,4,154,3,5.6,1,1,4.2,1,2,2,1,8,13,1,0,3000,12.8,64,4
513,4,175,3,5.5,1,1,4.2,1,2,2,0,8,13,1,0,3000,5.6,16,2
514,4,159,3,5.6,1,1,4.2,1,2,2,1,8,16,1,0,3000,12.8,64,4
515,4,170,1,5.5,1,1,4.1,1,2,2,1,7,13,1,0,3300,12.8,32,3
516,4,153,3,5,1,1,4.2,1,2,2,0,7.1,8,1,0,2600,5.6,16,1.5
517,4,191,3,6,1,1,5,1,2,3,1,7.1,16,1,0,3500,17.6,64,6
518,4,130,3,4.7,1,1,4.1,1,2,2,0,7,5,1,0,2000,5.2,8,1
519,4,415,0,8,1,1,4.2,1,2,3,1,7.1,8,1,0,4450,12.8,16,3
520,4,364,2,8,1,1,4.2,1,2,2,0,7.1,8,1,0,5000,5.6,16,2
521,4,208,3,5.8,1,1,5.1,1,1,3,0,7,12,1,1,4000,18.4,64,4
522,4,167,2,5.5,1,1,4.2,1,2,2,0,7,8,1,0,3300,17.6,16,2
523,4,167,3,5.7,1,1,4.2,1,3.1,3,0,7.1,12,1,1,3200,18.4,64,4
524,4,179,0,5.7,1,1,4.2,1,2,2,1,7,13,1,0,3300,18.4,32,4
525,4,181,3,5.5,1,1,4.1,1,2,2,1,7,13,1,0,3600,12.8,16,3
526,4,160,3,5.2,1,1,4.1,1,2,2,1,7,13,1,0,3000,12.8,16,2
527,4,142,0,5,1,1,4.2,1,2,2,0,7,13,1,0,2400,5.6,16,2
528,4,165,1,3.8,1,1,4.2,1,2,2,0,6,8,1,0,1950,5.6,16,2
529,4,143,0,4.5,1,1,4,1,2,2,0,3,5,0,0,2050,6,8,1
530,4,155,3,5.8,1,1,5,1,3.1,3,0,7,12,1,1,3000,18.4,64,4
531,4,173,3,6.2,1,1,5,1,3.1,3,0,7,12,1,1,3500,18.4,128,6
532,4,145,3,5.2,1,1,4.2,1,2,3,1,7,16,1,0,2600,17.6,64,4
533,4,172,2,5,1,1,4.2,1,2,2,0,7,13,1,0,2800,5.6,16,2
534,4,429,3,9.7,1,1,4.2,1,3.1,3,1,7,13,1,0,6000,8.4,32,4
535,4,126,1,4,1,1,4,1,2,2,0,5.1,5,0,0,1500,6,8,1
536,4,147,1,5,1,1,4.2,1,2,2,0,6,5,1,0,2600,11.2,16,1.5
537,4,172,3,5.7,1,1,4.2,1,2,3,1,6,16,1,0,3300,17.6,64,4
538,4,186,3,5.7,1,1,4.2,1,2,3,1,6,16,1,0,3600,15.2,32,3
539,4,138,3,4.7,1,1,4.2,1,2,3,1,6,13,1,0,2350,12.8,16,2
540,4,160,1,5,1,1,4.2,1,2,2,0,6,8,1,0,2600,5.6,8,1.5
541,4,160,1,5,1,1,4.2,1,2,2,0,6,8,1,0,2600,5.6,8,1.5
542,4,189,3,6,1,1,4.2,1,1,3,1,6,16,1,0,4000,15.2,64,6
543,4,182,3,5.7,1,1,4.1,1,2,2,1,6,16,1,0,3300,16.8,32,3
544,4,169,3,5.5,1,1,4.1,1,2,2,0,6,13,1,0,3300,12.8,16,3
545,4,167,0,5.5,1,1,4.2,1,2,2,1,6,13,1,0,3300,16,32,3
546,4,127,1,4,1,1,4,1,2,2,0,2.4,5,0,0,1500,6,8,1
547,4,172,1,5.5,1,1,4.1,1,2,2,0,6,13,1,0,3000,4.8,16,2
548,4,149,1,5,1,1,4.1,1,2,2,0,6,8,1,0,2600,5.2,16,2
549,4,289,1,7,1,1,4,1,2,2,0,5.1,8,1,0,4000,6,8,1.5
550,4,138,3,5,1,1,4.1,1,2,2,0,6,8,1,0,2600,6,16,2
551,4,138,3,5,1,1,4.1,1,2,2,0,6,8,1,0,2600,6,8,1.5
552,4,154,1,4.5,1,1,4.1,1,2,2,0,6,5,1,0,2200,5.2,8,1.5
553,4,184,3,5.1,1,1,4.2,1,2,2,1,6,12,1,1,4000,8.4,32,4
554,4,139,3,5,1,1,4.1,1,2,2,0,5.1,8,1,0,2600,4.8,16,2
555,4,210,3,6,1,1,4.2,1,2,2,1,6,16,1,1,5000,14.4,32,4
556,4,170,3,5.5,1,1,4.1,1,2,2,0,6,13,1,0,3300,12.8,16,2
557,4,159,3,5.2,1,1,4.1,1,2,2,0,6,13,1,0,3100,4.8,16,2
558,3,283,2,7,1,1,4,1,2,2,0,5.1,5,1,0,4000,5.2,8,1.5
559,4,157,3,5.5,1,1,4.2,1,2,2,1,6,12,1,1,3600,8.4,32,4
560,4,152,3,5.1,1,1,4.2,1,2,2,1,6,12,1,1,3000,8.4,32,4
561,4,123,1,4,1,1,4,1,2,2,0,5.1,5,0,0,1500,4.8,8,1
562,4,360,1,8,1,1,4.1,1,2,2,0,5.1,5,1,0,5000,5.2,16,1.5
563,4,131,3,4.5,1,1,4.1,1,2,2,0,5.1,5,1,0,2050,5.2,8,1
564,4,200,3,6,1,1,4.1,1,2,2,1,5.1,13,1,1,4000,14.4,32,3
565,4,172,3,5.5,1,1,4.1,1,2,2,1,5.1,13,1,1,3300,12.8,16,3
566,4,155,3,5.2,1,1,4.1,1,2,2,1,5.1,13,1,1,2900,12.8,16,2
567,4,132,3,4.7,1,1,4.1,1,2,2,0,5.1,13,1,0,2300,6,16,1.5
568,3,138,3,5,1,1,4.1,1,2,2,0,6,5,1,0,2600,5.2,16,1.5
569,4,172,1,5.5,1,1,4.1,1,2,2,0,5.1,13,1,0,3000,4.8,8,1.5
570,4,149,1,5,1,1,4.1,1,2,2,0,5.1,8,1,0,2600,5.2,8,1.5
571,4,137,3,5,1,1,4,1,2,2,0,2.3,8,1,0,2600,5.2,8,1
572,4,145,3,5.1,1,1,4.1,1,2,2,0,5.1,16,1,0,2800,12.8,16,2
573,4,107,3,4.3,1,1,4,1,2,2,0,4.4,8,1,0,1900,4.8,8,1.5
574,3,155,1,3.8,1,1,4.1,1,2,2,0,5.1,8,1,0,1800,4.8,8,1.5
575,4,151,3,5.7,1,1,4.1,1,2,2,1,5.1,16,1,0,3050,14.4,32,2
576,3,151,3,5.7,1,1,4.1,1,2,2,1,5.1,16,1,0,3050,14.4,32,2
577,3,171,3,5.5,1,1,4.1,1,2,2,0,5.1,13,1,0,3000,11.2,16,1.5
578,4,170,3,5.5,1,1,4.1,1,2,2,0,7,13,1,0,3000,12.8,16,2
579,4,322,1,7,1,1,4,1,2,2,0,4.4,2,0,0,3600,5.2,8,1
580,4,490,1,9.7,1,1,4.1,1,2,2,0,5,5,1,0,6000,4.8,16,2
581,4,450,1,9.7,1,1,4.1,1,2,2,0,5,5,1,0,6000,4.8,16,1.5
582,4,338,1,8,1,1,4.1,1,2,2,0,5,5,1,0,4200,4.8,16,2
583,4,313,1,8,1,1,4,1,2,2,0,5,5,1,0,4200,4.8,16,1.5
584,4,154,1,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2200,4.8,8,1.5
585,4,129,3,4.7,1,1,4.1,1,2,2,0,5.1,5,1,0,2000,5.2,8,1
586,4,141,3,5.5,1,1,4,1,2,2,0,4.4,13,1,0,2600,12,16,2
587,4,141,3,5.5,1,1,4,1,2,2,0,4.4,13,1,0,2600,12,16,2
588,4,161,2,5.25,1,1,4,1,2,2,0,4.4,13,1,0,2500,4.8,16,1.5
589,4,141,3,5.5,1,1,4,1,2,2,0,4.4,13,1,0,2950,4.8,16,2
590,4,130,0,4.5,1,1,4,1,2,2,0,4.4,5,1,0,2000,4.8,8,1
591,3,123,3,5,1,1,4,1,2,2,0,4.4,13,1,0,2300,4.8,16,2
592,3,123,3,5,1,1,4,1,2,2,0,4.4,13,1,0,2300,4.8,16,2
593,3,110,3,4.5,1,1,4,1,2,2,0,4.4,8,1,0,1900,4.8,16,1
594,4,152,1,5,1,1,4,1,2,2,0,4.4,8,1,0,2600,4.8,8,1
595,4,156,1,5,1,1,4,1,2,2,0,4.4,8,1,0,2600,4.8,8,1
